indice,date,value
INPC/IBGE,27/04/1996,17.236328
INPC/IBGE,28/04/1996,17.236328
INPC/IBGE,29/04/1996,17.236328
INPC/IBGE,30/04/1996,17.236328
INPC/IBGE,01/05/1996,17.396625
INPC/IBGE,02/05/1996,17.396625
INPC/IBGE,03/05/1996,17.396625
INPC/IBGE,04/05/1996,17.396625
INPC/IBGE,05/05/1996,17.396625
INPC/IBGE,06/05/1996,17.396625
INPC/IBGE,07/05/1996,17.396625
INPC/IBGE,08/05/1996,17.396625
INPC/IBGE,09/05/1996,17.396625
INPC/IBGE,10/05/1996,17.396625
INPC/IBGE,11/05/1996,17.396625
INPC/IBGE,12/05/1996,17.396625
INPC/IBGE,13/05/1996,17.396625
INPC/IBGE,14/05/1996,17.396625
INPC/IBGE,15/05/1996,17.396625
INPC/IBGE,16/05/1996,17.396625
INPC/IBGE,17/05/1996,17.396625
INPC/IBGE,18/05/1996,17.396625
INPC/IBGE,19/05/1996,17.396625
INPC/IBGE,20/05/1996,17.396625
INPC/IBGE,21/05/1996,17.396625
INPC/IBGE,22/05/1996,17.396625
INPC/IBGE,23/05/1996,17.396625
INPC/IBGE,24/05/1996,17.396625
INPC/IBGE,25/05/1996,17.396625
INPC/IBGE,26/05/1996,17.396625
INPC/IBGE,27/05/1996,17.396625
INPC/IBGE,28/05/1996,17.396625
INPC/IBGE,29/05/1996,17.396625
INPC/IBGE,30/05/1996,17.396625
INPC/IBGE,31/05/1996,17.396625
INPC/IBGE,01/06/1996,17.619301
INPC/IBGE,02/06/1996,17.619301
INPC/IBGE,03/06/1996,17.619301
INPC/IBGE,04/06/1996,17.619301
INPC/IBGE,05/06/1996,17.619301
INPC/IBGE,06/06/1996,17.619301
INPC/IBGE,07/06/1996,17.619301
INPC/IBGE,08/06/1996,17.619301
INPC/IBGE,09/06/1996,17.619301
INPC/IBGE,10/06/1996,17.619301
INPC/IBGE,11/06/1996,17.619301
INPC/IBGE,12/06/1996,17.619301
INPC/IBGE,13/06/1996,17.619301
INPC/IBGE,14/06/1996,17.619301
INPC/IBGE,15/06/1996,17.619301
INPC/IBGE,16/06/1996,17.619301
INPC/IBGE,17/06/1996,17.619301
INPC/IBGE,18/06/1996,17.619301
INPC/IBGE,19/06/1996,17.619301
INPC/IBGE,20/06/1996,17.619301
INPC/IBGE,21/06/1996,17.619301
INPC/IBGE,22/06/1996,17.619301
INPC/IBGE,23/06/1996,17.619301
INPC/IBGE,24/06/1996,17.619301
INPC/IBGE,25/06/1996,17.619301
INPC/IBGE,26/06/1996,17.619301
INPC/IBGE,27/06/1996,17.619301
INPC/IBGE,28/06/1996,17.619301
INPC/IBGE,29/06/1996,17.619301
INPC/IBGE,30/06/1996,17.619301
INPC/IBGE,01/07/1996,17.853637
INPC/IBGE,02/07/1996,17.853637
INPC/IBGE,03/07/1996,17.853637
INPC/IBGE,04/07/1996,17.853637
INPC/IBGE,05/07/1996,17.853637
INPC/IBGE,06/07/1996,17.853637
INPC/IBGE,07/07/1996,17.853637
INPC/IBGE,08/07/1996,17.853637
INPC/IBGE,09/07/1996,17.853637
INPC/IBGE,10/07/1996,17.853637
INPC/IBGE,11/07/1996,17.853637
INPC/IBGE,12/07/1996,17.853637
INPC/IBGE,13/07/1996,17.853637
INPC/IBGE,14/07/1996,17.853637
INPC/IBGE,15/07/1996,17.853637
INPC/IBGE,16/07/1996,17.853637
INPC/IBGE,17/07/1996,17.853637
INPC/IBGE,18/07/1996,17.853637
INPC/IBGE,19/07/1996,17.853637
INPC/IBGE,20/07/1996,17.853637
INPC/IBGE,21/07/1996,17.853637
INPC/IBGE,22/07/1996,17.853637
INPC/IBGE,23/07/1996,17.853637
INPC/IBGE,24/07/1996,17.853637
INPC/IBGE,25/07/1996,17.853637
INPC/IBGE,26/07/1996,17.853637
INPC/IBGE,27/07/1996,17.853637
INPC/IBGE,28/07/1996,17.853637
INPC/IBGE,29/07/1996,17.853637
INPC/IBGE,30/07/1996,17.853637
INPC/IBGE,31/07/1996,17.853637
INPC/IBGE,01/08/1996,18.06788
INPC/IBGE,02/08/1996,18.06788
INPC/IBGE,03/08/1996,18.06788
INPC/IBGE,04/08/1996,18.06788
INPC/IBGE,05/08/1996,18.06788
INPC/IBGE,06/08/1996,18.06788
INPC/IBGE,07/08/1996,18.06788
INPC/IBGE,08/08/1996,18.06788
INPC/IBGE,09/08/1996,18.06788
INPC/IBGE,10/08/1996,18.06788
INPC/IBGE,11/08/1996,18.06788
INPC/IBGE,12/08/1996,18.06788
INPC/IBGE,13/08/1996,18.06788
INPC/IBGE,14/08/1996,18.06788
INPC/IBGE,15/08/1996,18.06788
INPC/IBGE,16/08/1996,18.06788
INPC/IBGE,17/08/1996,18.06788
INPC/IBGE,18/08/1996,18.06788
INPC/IBGE,19/08/1996,18.06788
INPC/IBGE,20/08/1996,18.06788
INPC/IBGE,21/08/1996,18.06788
INPC/IBGE,22/08/1996,18.06788
INPC/IBGE,23/08/1996,18.06788
INPC/IBGE,24/08/1996,18.06788
INPC/IBGE,25/08/1996,18.06788
INPC/IBGE,26/08/1996,18.06788
INPC/IBGE,27/08/1996,18.06788
INPC/IBGE,28/08/1996,18.06788
INPC/IBGE,29/08/1996,18.06788
INPC/IBGE,30/08/1996,18.06788
INPC/IBGE,31/08/1996,18.06788
INPC/IBGE,01/09/1996,18.158219
INPC/IBGE,02/09/1996,18.158219
INPC/IBGE,03/09/1996,18.158219
INPC/IBGE,04/09/1996,18.158219
INPC/IBGE,05/09/1996,18.158219
INPC/IBGE,06/09/1996,18.158219
INPC/IBGE,07/09/1996,18.158219
INPC/IBGE,08/09/1996,18.158219
INPC/IBGE,09/09/1996,18.158219
INPC/IBGE,10/09/1996,18.158219
INPC/IBGE,11/09/1996,18.158219
INPC/IBGE,12/09/1996,18.158219
INPC/IBGE,13/09/1996,18.158219
INPC/IBGE,14/09/1996,18.158219
INPC/IBGE,15/09/1996,18.158219
INPC/IBGE,16/09/1996,18.158219
INPC/IBGE,17/09/1996,18.158219
INPC/IBGE,18/09/1996,18.158219
INPC/IBGE,19/09/1996,18.158219
INPC/IBGE,20/09/1996,18.158219
INPC/IBGE,21/09/1996,18.158219
INPC/IBGE,22/09/1996,18.158219
INPC/IBGE,23/09/1996,18.158219
INPC/IBGE,24/09/1996,18.158219
INPC/IBGE,25/09/1996,18.158219
INPC/IBGE,26/09/1996,18.158219
INPC/IBGE,27/09/1996,18.158219
INPC/IBGE,28/09/1996,18.158219
INPC/IBGE,29/09/1996,18.158219
INPC/IBGE,30/09/1996,18.158219
INPC/IBGE,01/10/1996,18.16185
INPC/IBGE,02/10/1996,18.16185
INPC/IBGE,03/10/1996,18.16185
INPC/IBGE,04/10/1996,18.16185
INPC/IBGE,05/10/1996,18.16185
INPC/IBGE,06/10/1996,18.16185
INPC/IBGE,07/10/1996,18.16185
INPC/IBGE,08/10/1996,18.16185
INPC/IBGE,09/10/1996,18.16185
INPC/IBGE,10/10/1996,18.16185
INPC/IBGE,11/10/1996,18.16185
INPC/IBGE,12/10/1996,18.16185
INPC/IBGE,13/10/1996,18.16185
INPC/IBGE,14/10/1996,18.16185
INPC/IBGE,15/10/1996,18.16185
INPC/IBGE,16/10/1996,18.16185
INPC/IBGE,17/10/1996,18.16185
INPC/IBGE,18/10/1996,18.16185
INPC/IBGE,19/10/1996,18.16185
INPC/IBGE,20/10/1996,18.16185
INPC/IBGE,21/10/1996,18.16185
INPC/IBGE,22/10/1996,18.16185
INPC/IBGE,23/10/1996,18.16185
INPC/IBGE,24/10/1996,18.16185
INPC/IBGE,25/10/1996,18.16185
INPC/IBGE,26/10/1996,18.16185
INPC/IBGE,27/10/1996,18.16185
INPC/IBGE,28/10/1996,18.16185
INPC/IBGE,29/10/1996,18.16185
INPC/IBGE,30/10/1996,18.16185
INPC/IBGE,31/10/1996,18.16185
INPC/IBGE,01/11/1996,18.230865
INPC/IBGE,02/11/1996,18.230865
INPC/IBGE,03/11/1996,18.230865
INPC/IBGE,04/11/1996,18.230865
INPC/IBGE,05/11/1996,18.230865
INPC/IBGE,06/11/1996,18.230865
INPC/IBGE,07/11/1996,18.230865
INPC/IBGE,08/11/1996,18.230865
INPC/IBGE,09/11/1996,18.230865
INPC/IBGE,10/11/1996,18.230865
INPC/IBGE,11/11/1996,18.230865
INPC/IBGE,12/11/1996,18.230865
INPC/IBGE,13/11/1996,18.230865
INPC/IBGE,14/11/1996,18.230865
INPC/IBGE,15/11/1996,18.230865
INPC/IBGE,16/11/1996,18.230865
INPC/IBGE,17/11/1996,18.230865
INPC/IBGE,18/11/1996,18.230865
INPC/IBGE,19/11/1996,18.230865
INPC/IBGE,20/11/1996,18.230865
INPC/IBGE,21/11/1996,18.230865
INPC/IBGE,22/11/1996,18.230865
INPC/IBGE,23/11/1996,18.230865
INPC/IBGE,24/11/1996,18.230865
INPC/IBGE,25/11/1996,18.230865
INPC/IBGE,26/11/1996,18.230865
INPC/IBGE,27/11/1996,18.230865
INPC/IBGE,28/11/1996,18.230865
INPC/IBGE,29/11/1996,18.230865
INPC/IBGE,30/11/1996,18.230865
INPC/IBGE,01/12/1996,18.292849
INPC/IBGE,02/12/1996,18.292849
INPC/IBGE,03/12/1996,18.292849
INPC/IBGE,04/12/1996,18.292849
INPC/IBGE,05/12/1996,18.292849
INPC/IBGE,06/12/1996,18.292849
INPC/IBGE,07/12/1996,18.292849
INPC/IBGE,08/12/1996,18.292849
INPC/IBGE,09/12/1996,18.292849
INPC/IBGE,10/12/1996,18.292849
INPC/IBGE,11/12/1996,18.292849
INPC/IBGE,12/12/1996,18.292849
INPC/IBGE,13/12/1996,18.292849
INPC/IBGE,14/12/1996,18.292849
INPC/IBGE,15/12/1996,18.292849
INPC/IBGE,16/12/1996,18.292849
INPC/IBGE,17/12/1996,18.292849
INPC/IBGE,18/12/1996,18.292849
INPC/IBGE,19/12/1996,18.292849
INPC/IBGE,20/12/1996,18.292849
INPC/IBGE,21/12/1996,18.292849
INPC/IBGE,22/12/1996,18.292849
INPC/IBGE,23/12/1996,18.292849
INPC/IBGE,24/12/1996,18.292849
INPC/IBGE,25/12/1996,18.292849
INPC/IBGE,26/12/1996,18.292849
INPC/IBGE,27/12/1996,18.292849
INPC/IBGE,28/12/1996,18.292849
INPC/IBGE,29/12/1996,18.292849
INPC/IBGE,30/12/1996,18.292849
INPC/IBGE,31/12/1996,18.292849
INPC/IBGE,01/01/1997,18.353215
INPC/IBGE,02/01/1997,18.353215
INPC/IBGE,03/01/1997,18.353215
INPC/IBGE,04/01/1997,18.353215
INPC/IBGE,05/01/1997,18.353215
INPC/IBGE,06/01/1997,18.353215
INPC/IBGE,07/01/1997,18.353215
INPC/IBGE,08/01/1997,18.353215
INPC/IBGE,09/01/1997,18.353215
INPC/IBGE,10/01/1997,18.353215
INPC/IBGE,11/01/1997,18.353215
INPC/IBGE,12/01/1997,18.353215
INPC/IBGE,13/01/1997,18.353215
INPC/IBGE,14/01/1997,18.353215
INPC/IBGE,15/01/1997,18.353215
INPC/IBGE,16/01/1997,18.353215
INPC/IBGE,17/01/1997,18.353215
INPC/IBGE,18/01/1997,18.353215
INPC/IBGE,19/01/1997,18.353215
INPC/IBGE,20/01/1997,18.353215
INPC/IBGE,21/01/1997,18.353215
INPC/IBGE,22/01/1997,18.353215
INPC/IBGE,23/01/1997,18.353215
INPC/IBGE,24/01/1997,18.353215
INPC/IBGE,25/01/1997,18.353215
INPC/IBGE,26/01/1997,18.353215
INPC/IBGE,27/01/1997,18.353215
INPC/IBGE,28/01/1997,18.353215
INPC/IBGE,29/01/1997,18.353215
INPC/IBGE,30/01/1997,18.353215
INPC/IBGE,31/01/1997,18.353215
INPC/IBGE,01/02/1997,18.501876
INPC/IBGE,02/02/1997,18.501876
INPC/IBGE,03/02/1997,18.501876
INPC/IBGE,04/02/1997,18.501876
INPC/IBGE,05/02/1997,18.501876
INPC/IBGE,06/02/1997,18.501876
INPC/IBGE,07/02/1997,18.501876
INPC/IBGE,08/02/1997,18.501876
INPC/IBGE,09/02/1997,18.501876
INPC/IBGE,10/02/1997,18.501876
INPC/IBGE,11/02/1997,18.501876
INPC/IBGE,12/02/1997,18.501876
INPC/IBGE,13/02/1997,18.501876
INPC/IBGE,14/02/1997,18.501876
INPC/IBGE,15/02/1997,18.501876
INPC/IBGE,16/02/1997,18.501876
INPC/IBGE,17/02/1997,18.501876
INPC/IBGE,18/02/1997,18.501876
INPC/IBGE,19/02/1997,18.501876
INPC/IBGE,20/02/1997,18.501876
INPC/IBGE,21/02/1997,18.501876
INPC/IBGE,22/02/1997,18.501876
INPC/IBGE,23/02/1997,18.501876
INPC/IBGE,24/02/1997,18.501876
INPC/IBGE,25/02/1997,18.501876
INPC/IBGE,26/02/1997,18.501876
INPC/IBGE,27/02/1997,18.501876
INPC/IBGE,28/02/1997,18.501876
INPC/IBGE,01/03/1997,18.585134
INPC/IBGE,02/03/1997,18.585134
INPC/IBGE,03/03/1997,18.585134
INPC/IBGE,04/03/1997,18.585134
INPC/IBGE,05/03/1997,18.585134
INPC/IBGE,06/03/1997,18.585134
INPC/IBGE,07/03/1997,18.585134
INPC/IBGE,08/03/1997,18.585134
INPC/IBGE,09/03/1997,18.585134
INPC/IBGE,10/03/1997,18.585134
INPC/IBGE,11/03/1997,18.585134
INPC/IBGE,12/03/1997,18.585134
INPC/IBGE,13/03/1997,18.585134
INPC/IBGE,14/03/1997,18.585134
INPC/IBGE,15/03/1997,18.585134
INPC/IBGE,16/03/1997,18.585134
INPC/IBGE,17/03/1997,18.585134
INPC/IBGE,18/03/1997,18.585134
INPC/IBGE,19/03/1997,18.585134
INPC/IBGE,20/03/1997,18.585134
INPC/IBGE,21/03/1997,18.585134
INPC/IBGE,22/03/1997,18.585134
INPC/IBGE,23/03/1997,18.585134
INPC/IBGE,24/03/1997,18.585134
INPC/IBGE,25/03/1997,18.585134
INPC/IBGE,26/03/1997,18.585134
INPC/IBGE,27/03/1997,18.585134
INPC/IBGE,28/03/1997,18.585134
INPC/IBGE,29/03/1997,18.585134
INPC/IBGE,30/03/1997,18.585134
INPC/IBGE,31/03/1997,18.585134
INPC/IBGE,01/04/1997,18.711512
INPC/IBGE,02/04/1997,18.711512
INPC/IBGE,03/04/1997,18.711512
INPC/IBGE,04/04/1997,18.711512
INPC/IBGE,05/04/1997,18.711512
INPC/IBGE,06/04/1997,18.711512
INPC/IBGE,07/04/1997,18.711512
INPC/IBGE,08/04/1997,18.711512
INPC/IBGE,09/04/1997,18.711512
INPC/IBGE,10/04/1997,18.711512
INPC/IBGE,11/04/1997,18.711512
INPC/IBGE,12/04/1997,18.711512
INPC/IBGE,13/04/1997,18.711512
INPC/IBGE,14/04/1997,18.711512
INPC/IBGE,15/04/1997,18.711512
INPC/IBGE,16/04/1997,18.711512
INPC/IBGE,17/04/1997,18.711512
INPC/IBGE,18/04/1997,18.711512
INPC/IBGE,19/04/1997,18.711512
INPC/IBGE,20/04/1997,18.711512
INPC/IBGE,21/04/1997,18.711512
INPC/IBGE,22/04/1997,18.711512
INPC/IBGE,23/04/1997,18.711512
INPC/IBGE,24/04/1997,18.711512
INPC/IBGE,25/04/1997,18.711512
INPC/IBGE,26/04/1997,18.711512
INPC/IBGE,27/04/1997,18.711512
INPC/IBGE,28/04/1997,18.711512
INPC/IBGE,29/04/1997,18.711512
INPC/IBGE,30/04/1997,18.711512
INPC/IBGE,01/05/1997,18.823781
INPC/IBGE,02/05/1997,18.823781
INPC/IBGE,03/05/1997,18.823781
INPC/IBGE,04/05/1997,18.823781
INPC/IBGE,05/05/1997,18.823781
INPC/IBGE,06/05/1997,18.823781
INPC/IBGE,07/05/1997,18.823781
INPC/IBGE,08/05/1997,18.823781
INPC/IBGE,09/05/1997,18.823781
INPC/IBGE,10/05/1997,18.823781
INPC/IBGE,11/05/1997,18.823781
INPC/IBGE,12/05/1997,18.823781
INPC/IBGE,13/05/1997,18.823781
INPC/IBGE,14/05/1997,18.823781
INPC/IBGE,15/05/1997,18.823781
INPC/IBGE,16/05/1997,18.823781
INPC/IBGE,17/05/1997,18.823781
INPC/IBGE,18/05/1997,18.823781
INPC/IBGE,19/05/1997,18.823781
INPC/IBGE,20/05/1997,18.823781
INPC/IBGE,21/05/1997,18.823781
INPC/IBGE,22/05/1997,18.823781
INPC/IBGE,23/05/1997,18.823781
INPC/IBGE,24/05/1997,18.823781
INPC/IBGE,25/05/1997,18.823781
INPC/IBGE,26/05/1997,18.823781
INPC/IBGE,27/05/1997,18.823781
INPC/IBGE,28/05/1997,18.823781
INPC/IBGE,29/05/1997,18.823781
INPC/IBGE,30/05/1997,18.823781
INPC/IBGE,31/05/1997,18.823781
INPC/IBGE,01/06/1997,18.844487
INPC/IBGE,02/06/1997,18.844487
INPC/IBGE,03/06/1997,18.844487
INPC/IBGE,04/06/1997,18.844487
INPC/IBGE,05/06/1997,18.844487
INPC/IBGE,06/06/1997,18.844487
INPC/IBGE,07/06/1997,18.844487
INPC/IBGE,08/06/1997,18.844487
INPC/IBGE,09/06/1997,18.844487
INPC/IBGE,10/06/1997,18.844487
INPC/IBGE,11/06/1997,18.844487
INPC/IBGE,12/06/1997,18.844487
INPC/IBGE,13/06/1997,18.844487
INPC/IBGE,14/06/1997,18.844487
INPC/IBGE,15/06/1997,18.844487
INPC/IBGE,16/06/1997,18.844487
INPC/IBGE,17/06/1997,18.844487
INPC/IBGE,18/06/1997,18.844487
INPC/IBGE,19/06/1997,18.844487
INPC/IBGE,20/06/1997,18.844487
INPC/IBGE,21/06/1997,18.844487
INPC/IBGE,22/06/1997,18.844487
INPC/IBGE,23/06/1997,18.844487
INPC/IBGE,24/06/1997,18.844487
INPC/IBGE,25/06/1997,18.844487
INPC/IBGE,26/06/1997,18.844487
INPC/IBGE,27/06/1997,18.844487
INPC/IBGE,28/06/1997,18.844487
INPC/IBGE,29/06/1997,18.844487
INPC/IBGE,30/06/1997,18.844487
INPC/IBGE,01/07/1997,18.910442
INPC/IBGE,02/07/1997,18.910442
INPC/IBGE,03/07/1997,18.910442
INPC/IBGE,04/07/1997,18.910442
INPC/IBGE,05/07/1997,18.910442
INPC/IBGE,06/07/1997,18.910442
INPC/IBGE,07/07/1997,18.910442
INPC/IBGE,08/07/1997,18.910442
INPC/IBGE,09/07/1997,18.910442
INPC/IBGE,10/07/1997,18.910442
INPC/IBGE,11/07/1997,18.910442
INPC/IBGE,12/07/1997,18.910442
INPC/IBGE,13/07/1997,18.910442
INPC/IBGE,14/07/1997,18.910442
INPC/IBGE,15/07/1997,18.910442
INPC/IBGE,16/07/1997,18.910442
INPC/IBGE,17/07/1997,18.910442
INPC/IBGE,18/07/1997,18.910442
INPC/IBGE,19/07/1997,18.910442
INPC/IBGE,20/07/1997,18.910442
INPC/IBGE,21/07/1997,18.910442
INPC/IBGE,22/07/1997,18.910442
INPC/IBGE,23/07/1997,18.910442
INPC/IBGE,24/07/1997,18.910442
INPC/IBGE,25/07/1997,18.910442
INPC/IBGE,26/07/1997,18.910442
INPC/IBGE,27/07/1997,18.910442
INPC/IBGE,28/07/1997,18.910442
INPC/IBGE,29/07/1997,18.910442
INPC/IBGE,30/07/1997,18.910442
INPC/IBGE,31/07/1997,18.910442
INPC/IBGE,01/08/1997,18.94448
INPC/IBGE,02/08/1997,18.94448
INPC/IBGE,03/08/1997,18.94448
INPC/IBGE,04/08/1997,18.94448
INPC/IBGE,05/08/1997,18.94448
INPC/IBGE,06/08/1997,18.94448
INPC/IBGE,07/08/1997,18.94448
INPC/IBGE,08/08/1997,18.94448
INPC/IBGE,09/08/1997,18.94448
INPC/IBGE,10/08/1997,18.94448
INPC/IBGE,11/08/1997,18.94448
INPC/IBGE,12/08/1997,18.94448
INPC/IBGE,13/08/1997,18.94448
INPC/IBGE,14/08/1997,18.94448
INPC/IBGE,15/08/1997,18.94448
INPC/IBGE,16/08/1997,18.94448
INPC/IBGE,17/08/1997,18.94448
INPC/IBGE,18/08/1997,18.94448
INPC/IBGE,19/08/1997,18.94448
INPC/IBGE,20/08/1997,18.94448
INPC/IBGE,21/08/1997,18.94448
INPC/IBGE,22/08/1997,18.94448
INPC/IBGE,23/08/1997,18.94448
INPC/IBGE,24/08/1997,18.94448
INPC/IBGE,25/08/1997,18.94448
INPC/IBGE,26/08/1997,18.94448
INPC/IBGE,27/08/1997,18.94448
INPC/IBGE,28/08/1997,18.94448
INPC/IBGE,29/08/1997,18.94448
INPC/IBGE,30/08/1997,18.94448
INPC/IBGE,31/08/1997,18.94448
INPC/IBGE,01/09/1997,18.938796
INPC/IBGE,02/09/1997,18.938796
INPC/IBGE,03/09/1997,18.938796
INPC/IBGE,04/09/1997,18.938796
INPC/IBGE,05/09/1997,18.938796
INPC/IBGE,06/09/1997,18.938796
INPC/IBGE,07/09/1997,18.938796
INPC/IBGE,08/09/1997,18.938796
INPC/IBGE,09/09/1997,18.938796
INPC/IBGE,10/09/1997,18.938796
INPC/IBGE,11/09/1997,18.938796
INPC/IBGE,12/09/1997,18.938796
INPC/IBGE,13/09/1997,18.938796
INPC/IBGE,14/09/1997,18.938796
INPC/IBGE,15/09/1997,18.938796
INPC/IBGE,16/09/1997,18.938796
INPC/IBGE,17/09/1997,18.938796
INPC/IBGE,18/09/1997,18.938796
INPC/IBGE,19/09/1997,18.938796
INPC/IBGE,20/09/1997,18.938796
INPC/IBGE,21/09/1997,18.938796
INPC/IBGE,22/09/1997,18.938796
INPC/IBGE,23/09/1997,18.938796
INPC/IBGE,24/09/1997,18.938796
INPC/IBGE,25/09/1997,18.938796
INPC/IBGE,26/09/1997,18.938796
INPC/IBGE,27/09/1997,18.938796
INPC/IBGE,28/09/1997,18.938796
INPC/IBGE,29/09/1997,18.938796
INPC/IBGE,30/09/1997,18.938796
INPC/IBGE,01/10/1997,18.957734
INPC/IBGE,02/10/1997,18.957734
INPC/IBGE,03/10/1997,18.957734
INPC/IBGE,04/10/1997,18.957734
INPC/IBGE,05/10/1997,18.957734
INPC/IBGE,06/10/1997,18.957734
INPC/IBGE,07/10/1997,18.957734
INPC/IBGE,08/10/1997,18.957734
INPC/IBGE,09/10/1997,18.957734
INPC/IBGE,10/10/1997,18.957734
INPC/IBGE,11/10/1997,18.957734
INPC/IBGE,12/10/1997,18.957734
INPC/IBGE,13/10/1997,18.957734
INPC/IBGE,14/10/1997,18.957734
INPC/IBGE,15/10/1997,18.957734
INPC/IBGE,16/10/1997,18.957734
INPC/IBGE,17/10/1997,18.957734
INPC/IBGE,18/10/1997,18.957734
INPC/IBGE,19/10/1997,18.957734
INPC/IBGE,20/10/1997,18.957734
INPC/IBGE,21/10/1997,18.957734
INPC/IBGE,22/10/1997,18.957734
INPC/IBGE,23/10/1997,18.957734
INPC/IBGE,24/10/1997,18.957734
INPC/IBGE,25/10/1997,18.957734
INPC/IBGE,26/10/1997,18.957734
INPC/IBGE,27/10/1997,18.957734
INPC/IBGE,28/10/1997,18.957734
INPC/IBGE,29/10/1997,18.957734
INPC/IBGE,30/10/1997,18.957734
INPC/IBGE,31/10/1997,18.957734
INPC/IBGE,01/11/1997,19.012711
INPC/IBGE,02/11/1997,19.012711
INPC/IBGE,03/11/1997,19.012711
INPC/IBGE,04/11/1997,19.012711
INPC/IBGE,05/11/1997,19.012711
INPC/IBGE,06/11/1997,19.012711
INPC/IBGE,07/11/1997,19.012711
INPC/IBGE,08/11/1997,19.012711
INPC/IBGE,09/11/1997,19.012711
INPC/IBGE,10/11/1997,19.012711
INPC/IBGE,11/11/1997,19.012711
INPC/IBGE,12/11/1997,19.012711
INPC/IBGE,13/11/1997,19.012711
INPC/IBGE,14/11/1997,19.012711
INPC/IBGE,15/11/1997,19.012711
INPC/IBGE,16/11/1997,19.012711
INPC/IBGE,17/11/1997,19.012711
INPC/IBGE,18/11/1997,19.012711
INPC/IBGE,19/11/1997,19.012711
INPC/IBGE,20/11/1997,19.012711
INPC/IBGE,21/11/1997,19.012711
INPC/IBGE,22/11/1997,19.012711
INPC/IBGE,23/11/1997,19.012711
INPC/IBGE,24/11/1997,19.012711
INPC/IBGE,25/11/1997,19.012711
INPC/IBGE,26/11/1997,19.012711
INPC/IBGE,27/11/1997,19.012711
INPC/IBGE,28/11/1997,19.012711
INPC/IBGE,29/11/1997,19.012711
INPC/IBGE,30/11/1997,19.012711
INPC/IBGE,01/12/1997,19.04123
INPC/IBGE,02/12/1997,19.04123
INPC/IBGE,03/12/1997,19.04123
INPC/IBGE,04/12/1997,19.04123
INPC/IBGE,05/12/1997,19.04123
INPC/IBGE,06/12/1997,19.04123
INPC/IBGE,07/12/1997,19.04123
INPC/IBGE,08/12/1997,19.04123
INPC/IBGE,09/12/1997,19.04123
INPC/IBGE,10/12/1997,19.04123
INPC/IBGE,11/12/1997,19.04123
INPC/IBGE,12/12/1997,19.04123
INPC/IBGE,13/12/1997,19.04123
INPC/IBGE,14/12/1997,19.04123
INPC/IBGE,15/12/1997,19.04123
INPC/IBGE,16/12/1997,19.04123
INPC/IBGE,17/12/1997,19.04123
INPC/IBGE,18/12/1997,19.04123
INPC/IBGE,19/12/1997,19.04123
INPC/IBGE,20/12/1997,19.04123
INPC/IBGE,21/12/1997,19.04123
INPC/IBGE,22/12/1997,19.04123
INPC/IBGE,23/12/1997,19.04123
INPC/IBGE,24/12/1997,19.04123
INPC/IBGE,25/12/1997,19.04123
INPC/IBGE,26/12/1997,19.04123
INPC/IBGE,27/12/1997,19.04123
INPC/IBGE,28/12/1997,19.04123
INPC/IBGE,29/12/1997,19.04123
INPC/IBGE,30/12/1997,19.04123
INPC/IBGE,31/12/1997,19.04123
INPC/IBGE,01/01/1998,19.149765
INPC/IBGE,02/01/1998,19.149765
INPC/IBGE,03/01/1998,19.149765
INPC/IBGE,04/01/1998,19.149765
INPC/IBGE,05/01/1998,19.149765
INPC/IBGE,06/01/1998,19.149765
INPC/IBGE,07/01/1998,19.149765
INPC/IBGE,08/01/1998,19.149765
INPC/IBGE,09/01/1998,19.149765
INPC/IBGE,10/01/1998,19.149765
INPC/IBGE,11/01/1998,19.149765
INPC/IBGE,12/01/1998,19.149765
INPC/IBGE,13/01/1998,19.149765
INPC/IBGE,14/01/1998,19.149765
INPC/IBGE,15/01/1998,19.149765
INPC/IBGE,16/01/1998,19.149765
INPC/IBGE,17/01/1998,19.149765
INPC/IBGE,18/01/1998,19.149765
INPC/IBGE,19/01/1998,19.149765
INPC/IBGE,20/01/1998,19.149765
INPC/IBGE,21/01/1998,19.149765
INPC/IBGE,22/01/1998,19.149765
INPC/IBGE,23/01/1998,19.149765
INPC/IBGE,24/01/1998,19.149765
INPC/IBGE,25/01/1998,19.149765
INPC/IBGE,26/01/1998,19.149765
INPC/IBGE,27/01/1998,19.149765
INPC/IBGE,28/01/1998,19.149765
INPC/IBGE,29/01/1998,19.149765
INPC/IBGE,30/01/1998,19.149765
INPC/IBGE,31/01/1998,19.149765
INPC/IBGE,01/02/1998,19.312538
INPC/IBGE,02/02/1998,19.312538
INPC/IBGE,03/02/1998,19.312538
INPC/IBGE,04/02/1998,19.312538
INPC/IBGE,05/02/1998,19.312538
INPC/IBGE,06/02/1998,19.312538
INPC/IBGE,07/02/1998,19.312538
INPC/IBGE,08/02/1998,19.312538
INPC/IBGE,09/02/1998,19.312538
INPC/IBGE,10/02/1998,19.312538
INPC/IBGE,11/02/1998,19.312538
INPC/IBGE,12/02/1998,19.312538
INPC/IBGE,13/02/1998,19.312538
INPC/IBGE,14/02/1998,19.312538
INPC/IBGE,15/02/1998,19.312538
INPC/IBGE,16/02/1998,19.312538
INPC/IBGE,17/02/1998,19.312538
INPC/IBGE,18/02/1998,19.312538
INPC/IBGE,19/02/1998,19.312538
INPC/IBGE,20/02/1998,19.312538
INPC/IBGE,21/02/1998,19.312538
